id_territorio;tipo_territorio;nombre_territorio;municipio;ciudad;barrio;valor_IST
Barcelona 145 (la Trinitat Nova);Agrupación Censal;Barcelona 145 (la Trinitat Nova);Barcelona;Barcelona;la Trinitat Nova;77.5
Barcelona 146 (Torre Baró, Ciutat Meridiana i Vallbona);Agrupación Censal;Barcelona 146 (Torre Baró, Ciutat Meridiana i Vallbona);Barcelona;Barcelona;Torre Baró, Ciutat Meridiana i Vallbona;70.9
Barcelona 147 (la Trinitat Vella);Agrupación Censal;Barcelona 147 (la Trinitat Vella);Barcelona;Barcelona;la Trinitat Vella;75.3
Barcelona 148 (Baró de Viver i la Maquinista);Agrupación Censal;Barcelona 148 (Baró de Viver i la Maquinista);Barcelona;Barcelona;Baró de Viver i la Maquinista;98.0
Barcelona 149 (el Bon Pastor);Agrupación Censal;Barcelona 149 (el Bon Pastor);Barcelona;Barcelona;el Bon Pastor;76.1
Barcelona 150 (Can Portabella);Agrupación Censal;Barcelona 150 (Can Portabella);Barcelona;Barcelona;Can Portabella;114.6
Barcelona 151 (Sant Andreu Vell);Agrupación Censal;Barcelona 151 (Sant Andreu Vell);Barcelona;Barcelona;Sant Andreu Vell;115.9
Barcelona 152 (l'Andana de l'Estació i el Molí del Rec);Agrupación Censal;Barcelona 152 (l'Andana de l'Estació i el Molí del Rec);Barcelona;Barcelona;l'Andana de l'Estació i el Molí del Rec;119.0
Barcelona 153 (les Casernes);Agrupación Censal;Barcelona 153 (les Casernes);Barcelona;Barcelona;les Casernes;105.8
Barcelona 154 (Casa Bloc);Agrupación Censal;Barcelona 154 (Casa Bloc);Barcelona;Barcelona;Casa Bloc;105.2
Barcelona 155 (el Mercadal);Agrupación Censal;Barcelona 155 (el Mercadal);Barcelona;Barcelona;el Mercadal;112.2
Barcelona 156 (la Rambla de Sant Andreu);Agrupación Censal;Barcelona 156 (la Rambla de Sant Andreu);Barcelona;Barcelona;la Rambla de Sant Andreu;111.8
Barcelona 157 (Can Masadas i el Camp del Ferro);Agrupación Censal;Barcelona 157 (Can Masadas i el Camp del Ferro);Barcelona;Barcelona;Can Masadas i el Camp del Ferro;107.9
Barcelona 158 (el Pont del Treball);Agrupación Censal;Barcelona 158 (el Pont del Treball);Barcelona;Barcelona;el Pont del Treball;108.5
Barcelona 159 (la Sagrera Alta);Agrupación Censal;Barcelona 159 (la Sagrera Alta);Barcelona;Barcelona;la Sagrera Alta;101.9
Barcelona 160 (el Congrés);Agrupación Censal;Barcelona 160 (el Congrés);Barcelona;Barcelona;el Congrés;108.2
Barcelona 161 (els Indians);Agrupación Censal;Barcelona 161 (els Indians);Barcelona;Barcelona;els Indians;106.8
Barcelona 162 (Sant Joan Bosco);Agrupación Censal;Barcelona 162 (Sant Joan Bosco);Barcelona;Barcelona;Sant Joan Bosco;110.5
Barcelona 163 (el Torrent de la Guineu);Agrupación Censal;Barcelona 163 (el Torrent de la Guineu);Barcelona;Barcelona;el Torrent de la Guineu;109.1
Barcelona 164 (Trinxant);Agrupación Censal;Barcelona 164 (Trinxant);Barcelona;Barcelona;Trinxant;108.4
Barcelona 165 (Can Miralletes);Agrupación Censal;Barcelona 165 (Can Miralletes);Barcelona;Barcelona;Can Miralletes;113.1
Barcelona 166 (Xifré);Agrupación Censal;Barcelona 166 (Xifré);Barcelona;Barcelona;Xifré;110.6
Barcelona 167 (Can Robacols);Agrupación Censal;Barcelona 167 (Can Robacols);Barcelona;Barcelona;Can Robacols;109.7
Barcelona 168 (la Parròquia del Clot);Agrupación Censal;Barcelona 168 (la Parròquia del Clot);Barcelona;Barcelona;la Parròquia del Clot;111.0
Barcelona 169 (el Clot de la Mel);Agrupación Censal;Barcelona 169 (el Clot de la Mel);Barcelona;Barcelona;el Clot de la Mel;112.4
Barcelona 170 (el Mercat del Clot);Agrupación Censal;Barcelona 170 (el Mercat del Clot);Barcelona;Barcelona;el Mercat del Clot;110.2
Barcelona 171 (el Parc de la Ciutadella, Ca l'Aranyó i Ratés);Agrupación Censal;Barcelona 171 (el Parc de la Ciutadella, Ca l'Aranyó i Ratés);Barcelona;Barcelona;el Parc de la Ciutadella, Ca l'Aranyó i Ratés;112.1
Barcelona 172 (la Vila Olímpica i el Bogatell);Agrupación Censal;Barcelona 172 (la Vila Olímpica i el Bogatell);Barcelona;Barcelona;la Vila Olímpica i el Bogatell;125.6
Barcelona 173 (el Taulat i la Plata);Agrupación Censal;Barcelona 173 (el Taulat i la Plata);Barcelona;Barcelona;el Taulat i la Plata;113.0
Barcelona 174 (Can Felipa);Agrupación Censal;Barcelona 174 (Can Felipa);Barcelona;Barcelona;Can Felipa;119.3
Barcelona 175 (els Ciutadans);Agrupación Censal;Barcelona 175 (els Ciutadans);Barcelona;Barcelona;els Ciutadans;114.0
Barcelona 176 (l'Antiga Diagonal Mar);Agrupación Censal;Barcelona 176 (l'Antiga Diagonal Mar);Barcelona;Barcelona;l'Antiga Diagonal Mar;110.2
Barcelona 177 (la Nova Diagonal Mar i el Front Marítim del Poblenou);Agrupación Censal;Barcelona 177 (la Nova Diagonal Mar i el Front Marítim del Poblenou);Barcelona;Barcelona;la Nova Diagonal Mar i el Front Marítim del Poblenou;118.4
Barcelona 178 (el Besòs Mar);Agrupación Censal;Barcelona 178 (el Besòs Mar);Barcelona;Barcelona;el Besòs Mar;70.0
Barcelona 179 (el Besòs);Agrupación Censal;Barcelona 179 (el Besòs);Barcelona;Barcelona;el Besòs;78.5
Barcelona 180 (el Maresme i el Maresme Vell);Agrupación Censal;Barcelona 180 (el Maresme i el Maresme Vell);Barcelona;Barcelona;el Maresme i el Maresme Vell;74.8
Barcelona 181 (Provençals i Ca l'Isidret);Agrupación Censal;Barcelona 181 (Provençals i Ca l'Isidret);Barcelona;Barcelona;Provençals i Ca l'Isidret;105.8
Barcelona 182 (Can Ricart);Agrupación Censal;Barcelona 182 (Can Ricart);Barcelona;Barcelona;Can Ricart;110.4
Barcelona 183 (els Porxos);Agrupación Censal;Barcelona 183 (els Porxos);Barcelona;Barcelona;els Porxos;106.1
Barcelona 184 (el Pont de Bac de Roda);Agrupación Censal;Barcelona 184 (el Pont de Bac de Roda);Barcelona;Barcelona;el Pont de Bac de Roda;103.8
Barcelona 185 (Sant Martí Vell);Agrupación Censal;Barcelona 185 (Sant Martí Vell);Barcelona;Barcelona;Sant Martí Vell;100.7
Barcelona 186 (Júpiter);Agrupación Censal;Barcelona 186 (Júpiter);Barcelona;Barcelona;Júpiter;100.9
Barcelona 187 (la Palmera);Agrupación Censal;Barcelona 187 (la Palmera);Barcelona;Barcelona;la Palmera;106.3
Barcelona 188 (la Verneda Alta);Agrupación Censal;Barcelona 188 (la Verneda Alta);Barcelona;Barcelona;la Verneda Alta;98.4
Barcelona 189 (la Verneda Baixa);Agrupación Censal;Barcelona 189 (la Verneda Baixa);Barcelona;Barcelona;la Verneda Baixa;86.8
Barcelona 190 (la Pau);Agrupación Censal;Barcelona 190 (la Pau);Barcelona;Barcelona;la Pau;89.2
Berga 1 (Nucli Urbà Oest, Sud i Est - Exterior);Agrupación Censal;Berga 1 (Nucli Urbà Oest, Sud i Est - Exterior);Berga;Berga;Nucli Urbà Oest, Sud i Est - Exterior;101.7
Berga 2 (Nucli Urbà Centre i Nord);Agrupación Censal;Berga 2 (Nucli Urbà Centre i Nord);Berga;Berga;Nucli Urbà Centre i Nord;78.9
Caldes de Montbui 1 (Centre-Eixample);Agrupación Censal;Caldes de Montbui 1 (Centre-Eixample);Caldes de Montbui;Caldes de Montbui;Centre-Eixample;99.8
Caldes de Montbui 2 (Nucli Antic i Exterior);Agrupación Censal;Caldes de Montbui 2 (Nucli Antic i Exterior);Caldes de Montbui;Caldes de Montbui;Nucli Antic i Exterior;114.2
Calella 1 (Oest);Agrupación Censal;Calella 1 (Oest);Calella;Calella;Oest;91.4
Calella 2 (Est);Agrupación Censal;Calella 2 (Est);Calella;Calella;Est;94.5
Canet de Mar 1 (Centre);Agrupación Censal;Canet de Mar 1 (Centre);Canet de Mar;Canet de Mar;Centre;99.6
Canet de Mar 2 (Exterior);Agrupación Censal;Canet de Mar 2 (Exterior);Canet de Mar;Canet de Mar;Exterior;104.2
Canovelles 1 (Nucli Urbà Centre i Est);Agrupación Censal;Canovelles 1 (Nucli Urbà Centre i Est);Canovelles;Canovelles;Nucli Urbà Centre i Est;60.7
Canovelles 2 (Nucli Urbà Oest i Exterior);Agrupación Censal;Canovelles 2 (Nucli Urbà Oest i Exterior);Canovelles;Canovelles;Nucli Urbà Oest i Exterior;103.2
Cardedeu 1 (Nucli Urbà Centre i Exterior Nord);Agrupación Censal;Cardedeu 1 (Nucli Urbà Centre i Exterior Nord);Cardedeu;Cardedeu;Nucli Urbà Centre i Exterior Nord;112.2
Cardedeu 2 (Nucli Urbà Sud-est i Exterior Sud);Agrupación Censal;Cardedeu 2 (Nucli Urbà Sud-est i Exterior Sud);Cardedeu;Cardedeu;Nucli Urbà Sud-est i Exterior Sud;111.9
Castellar del Vallès 1 (Nucli Urbà Est i Exterior);Agrupación Censal;Castellar del Vallès 1 (Nucli Urbà Est i Exterior);Castellar del Vallès;Castellar del Vallès;Nucli Urbà Est i Exterior;113.3
Castellar del Vallès 2 (Nucli Urbà Nord i Oest);Agrupación Censal;Castellar del Vallès 2 (Nucli Urbà Nord i Oest);Castellar del Vallès;Castellar del Vallès;Nucli Urbà Nord i Oest;106.9
Castellar del Vallès 3 (Nucli Urbà Sud);Agrupación Censal;Castellar del Vallès 3 (Nucli Urbà Sud);Castellar del Vallès;Castellar del Vallès;Nucli Urbà Sud;115.5
Castellbisbal 1 (Sud);Agrupación Censal;Castellbisbal 1 (Sud);Castellbisbal;Castellbisbal;Sud;109.7
Castellbisbal 2 (Nord);Agrupación Censal;Castellbisbal 2 (Nord);Castellbisbal;Castellbisbal;Nord;108.2
Castelldefels 1 (Centre);Agrupación Censal;Castelldefels 1 (Centre);Castelldefels;Castelldefels;Centre;99.3
Castelldefels 2 (Vista Alegre - el Castell);Agrupación Censal;Castelldefels 2 (Vista Alegre - el Castell);Castelldefels;Castelldefels;Vista Alegre - el Castell;94.9
Castelldefels 3 (els Canyars);Agrupación Censal;Castelldefels 3 (els Canyars);Castelldefels;Castelldefels;els Canyars;117.9
Castelldefels 4 (el Poble Vell);Agrupación Censal;Castelldefels 4 (el Poble Vell);Castelldefels;Castelldefels;el Poble Vell;97.8
Castelldefels 5 (les Botigues - Can Bou - Mar i Sol);Agrupación Censal;Castelldefels 5 (les Botigues - Can Bou - Mar i Sol);Castelldefels;Castelldefels;les Botigues - Can Bou - Mar i Sol;116.3
Castelldefels 6 (Baixador - Lluminetes - la Pineda);Agrupación Censal;Castelldefels 6 (Baixador - Lluminetes - la Pineda);Castelldefels;Castelldefels;Baixador - Lluminetes - la Pineda;111.8
Castelldefels 7 (el Poal - Bellamar);Agrupación Censal;Castelldefels 7 (el Poal - Bellamar);Castelldefels;Castelldefels;el Poal - Bellamar;113.7
Castelldefels 8 (Montmar);Agrupación Censal;Castelldefels 8 (Montmar);Castelldefels;Castelldefels;Montmar;119.2
Castelldefels 9 (Can Roca - la Muntanyeta);Agrupación Censal;Castelldefels 9 (Can Roca - la Muntanyeta);Castelldefels;Castelldefels;Can Roca - la Muntanyeta;119.8
Corbera de Llobregat 1 (Nucli Urbà);Agrupación Censal;Corbera de Llobregat 1 (Nucli Urbà);Corbera de Llobregat;Corbera de Llobregat;Nucli Urbà;102.0
Corbera de Llobregat 2 (Urbanitzacions);Agrupación Censal;Corbera de Llobregat 2 (Urbanitzacions);Corbera de Llobregat;Corbera de Llobregat;Urbanitzacions;117.0
Cornellà de Llobregat 1 (Centre);Agrupación Censal;Cornellà de Llobregat 1 (Centre);Cornellà de Llobregat;Cornellà de Llobregat;Centre;105.9
Cornellà de Llobregat 2 (Fontsanta - Fatjó);Agrupación Censal;Cornellà de Llobregat 2 (Fontsanta - Fatjó);Cornellà de Llobregat;Cornellà de Llobregat;Fontsanta - Fatjó;112.7
Cornellà de Llobregat 3 (el Pedró);Agrupación Censal;Cornellà de Llobregat 3 (el Pedró);Cornellà de Llobregat;Cornellà de Llobregat;el Pedró;104.0
Cornellà de Llobregat 4 (Bonavista);Agrupación Censal;Cornellà de Llobregat 4 (Bonavista);Cornellà de Llobregat;Cornellà de Llobregat;Bonavista;94.5
Cornellà de Llobregat 5 (Gavarra);Agrupación Censal;Cornellà de Llobregat 5 (Gavarra);Cornellà de Llobregat;Cornellà de Llobregat;Gavarra;93.9
Cornellà de Llobregat 6 (Sant Ildefons Oest);Agrupación Censal;Cornellà de Llobregat 6 (Sant Ildefons Oest);Cornellà de Llobregat;Cornellà de Llobregat;Sant Ildefons Oest;73.3
Cornellà de Llobregat 7 (Sant Ildefons Est);Agrupación Censal;Cornellà de Llobregat 7 (Sant Ildefons Est);Cornellà de Llobregat;Cornellà de Llobregat;Sant Ildefons Est;72.3
Cornellà de Llobregat 8 (Sant Ildefons - Torre de la Miranda);Agrupación Censal;Cornellà de Llobregat 8 (Sant Ildefons - Torre de la Miranda);Cornellà de Llobregat;Cornellà de Llobregat;Sant Ildefons - Torre de la Miranda;79.4
Cornellà de Llobregat 9 (Almeda);Agrupación Censal;Cornellà de Llobregat 9 (Almeda);Cornellà de Llobregat;Cornellà de Llobregat;Almeda;114.3
Cornellà de Llobregat 10 (Riera - Camp de les Aigües);Agrupación Censal;Cornellà de Llobregat 10 (Riera - Camp de les Aigües);Cornellà de Llobregat;Cornellà de Llobregat;Riera - Camp de les Aigües;103.6
Cubelles 1 (Oest i Nord);Agrupación Censal;Cubelles 1 (Oest i Nord);Cubelles;Cubelles;Oest i Nord;96.1
Cubelles 2 (Est i Sud);Agrupación Censal;Cubelles 2 (Est i Sud);Cubelles;Cubelles;Est i Sud;106.0
Esparreguera 1 (Est);Agrupación Censal;Esparreguera 1 (Est);Esparreguera;Esparreguera;Est;100.2
Esparreguera 2 (Oest);Agrupación Censal;Esparreguera 2 (Oest);Esparreguera;Esparreguera;Oest;104.4
Esplugues de Llobregat 1 (Nucli Antic i Barris de Collserola);Agrupación Censal;Esplugues de Llobregat 1 (Nucli Antic i Barris de Collserola);Esplugues de Llobregat;Esplugues de Llobregat;Nucli Antic i Barris de Collserola;124.9
Esplugues de Llobregat 2 (Can Vidalet);Agrupación Censal;Esplugues de Llobregat 2 (Can Vidalet);Esplugues de Llobregat;Esplugues de Llobregat;Can Vidalet;81.5
Esplugues de Llobregat 3 (Can Clota - Can Cervera);Agrupación Censal;Esplugues de Llobregat 3 (Can Clota - Can Cervera);Esplugues de Llobregat;Esplugues de Llobregat;Can Clota - Can Cervera;99.1
Esplugues de Llobregat 4 (la Plana);Agrupación Censal;Esplugues de Llobregat 4 (la Plana);Esplugues de Llobregat;Esplugues de Llobregat;la Plana;107.3
Esplugues de Llobregat 5 (el Gall - Montesa);Agrupación Censal;Esplugues de Llobregat 5 (el Gall - Montesa);Esplugues de Llobregat;Esplugues de Llobregat;el Gall - Montesa;108.0
Esplugues de Llobregat 6 (Centre Sud);Agrupación Censal;Esplugues de Llobregat 6 (Centre Sud);Esplugues de Llobregat;Esplugues de Llobregat;Centre Sud;108.3
Franqueses del Vallès 1 (Bellavista Nord - Corró d'Avall - Corró d'Amunt - Llerona - Marata), les;Agrupación Censal;Franqueses del Vallès 1 (Bellavista Nord - Corró d'Avall - Corró d'Amunt - Llerona - Marata), les;Franqueses del Vallès;Franqueses del Vallès;Bellavista Nord - Corró d'Avall - Corró d'Amunt - Llerona - Marata;110.6
Franqueses del Vallès 2 (Bellavista Sud), les;Agrupación Censal;Franqueses del Vallès 2 (Bellavista Sud), les;Franqueses del Vallès;Franqueses del Vallès;Bellavista Sud;72.7
Garriga 1 (Centre i Sud), la;Agrupación Censal;Garriga 1 (Centre i Sud), la;Garriga;Garriga;Centre i Sud;112.2
Garriga 2 (Nord), la;Agrupación Censal;Garriga 2 (Nord), la;Garriga;Garriga;Nord;109.2
Gavà 1 (Centre);Agrupación Censal;Gavà 1 (Centre);Gavà;Gavà;Centre;107.3
Gavà 2 (Nucli Antic - Carretera de Santa Creu);Agrupación Censal;Gavà 2 (Nucli Antic - Carretera de Santa Creu);Gavà;Gavà;Nucli Antic - Carretera de Santa Creu;103.3
Gavà 3 (Gavà Mar);Agrupación Censal;Gavà 3 (Gavà Mar);Gavà;Gavà;Gavà Mar;121.3
Gavà 4 (les Panes);Agrupación Censal;Gavà 4 (les Panes);Gavà;Gavà;les Panes;100.2
Gavà 5 (la Sentiu - Ca n'Espinós - Eramprunyà);Agrupación Censal;Gavà 5 (la Sentiu - Ca n'Espinós - Eramprunyà);Gavà;Gavà;la Sentiu - Ca n'Espinós - Eramprunyà;104.8
Gavà 6 (Eixample - la Bòbila);Agrupación Censal;Gavà 6 (Eixample - la Bòbila);Gavà;Gavà;Eixample - la Bòbila;106.0
Gavà 7 (Can Tintorer - Can Tries);Agrupación Censal;Gavà 7 (Can Tintorer - Can Tries);Gavà;Gavà;Can Tintorer - Can Tries;96.6
Granollers 1 (Can Bassa - Palou);Agrupación Censal;Granollers 1 (Can Bassa - Palou);Granollers;Granollers;Can Bassa - Palou;99.4
Granollers 2 (Sant Miquel - Tres Torres);Agrupación Censal;Granollers 2 (Sant Miquel - Tres Torres);Granollers;Granollers;Sant Miquel - Tres Torres;98.0
Granollers 3 (Instituts - Sota el Camí Ral);Agrupación Censal;Granollers 3 (Instituts - Sota el Camí Ral);Granollers;Granollers;Instituts - Sota el Camí Ral;97.5
Granollers 4 (Centre - Joan Prim);Agrupación Censal;Granollers 4 (Centre - Joan Prim);Granollers;Granollers;Centre - Joan Prim;105.6
Granollers 5 (Lledoner - l'Hostal - Can Monic - Ponent);Agrupación Censal;Granollers 5 (Lledoner - l'Hostal - Can Monic - Ponent);Granollers;Granollers;Lledoner - l'Hostal - Can Monic - Ponent;95.3
Granollers 6 (Congost - Can Gili);Agrupación Censal;Granollers 6 (Congost - Can Gili);Granollers;Granollers;Congost - Can Gili;75.0
Granollers 7 (Font Verda - Nord);Agrupación Censal;Granollers 7 (Font Verda - Nord);Granollers;Granollers;Font Verda - Nord;100.5
Hospitalet de Llobregat 1 (Centre - Ajuntament), l';Agrupación Censal;Hospitalet de Llobregat 1 (Centre - Ajuntament), l';Hospitalet de Llobregat;Hospitalet de Llobregat;Centre - Ajuntament;102.5
Hospitalet de Llobregat 2 (Centre - Carretera del Mig), l';Agrupación Censal;Hospitalet de Llobregat 2 (Centre - Carretera del Mig), l';Hospitalet de Llobregat;Hospitalet de Llobregat;Centre - Carretera del Mig;105.9
Hospitalet de Llobregat 3 (Centre - la Farga), l';Agrupación Censal;Hospitalet de Llobregat 3 (Centre - la Farga), l';Hospitalet de Llobregat;Hospitalet de Llobregat;Centre - la Farga;102.7
Hospitalet de Llobregat 4 (Centre - Nucli Antic), l';Agrupación Censal;Hospitalet de Llobregat 4 (Centre - Nucli Antic), l';Hospitalet de Llobregat;Hospitalet de Llobregat;Centre - Nucli Antic;106.9
Hospitalet de Llobregat 5 (Sant Feliu), l';Agrupación Censal;Hospitalet de Llobregat 5 (Sant Feliu), l';Hospitalet de Llobregat;Hospitalet de Llobregat;Sant Feliu;96.9
Hospitalet de Llobregat 6 (Can Serra), l';Agrupación Censal;Hospitalet de Llobregat 6 (Can Serra), l';Hospitalet de Llobregat;Hospitalet de Llobregat;Can Serra;86.7
Hospitalet de Llobregat 7 (la Pubilla Cases - Can Vidalet), l';Agrupación Censal;Hospitalet de Llobregat 7 (la Pubilla Cases - Can Vidalet), l';Hospitalet de Llobregat;Hospitalet de Llobregat;la Pubilla Cases - Can Vidalet;68.6
Hospitalet de Llobregat 8 (la Pubilla Cases - la Bòbila), l';Agrupación Censal;Hospitalet de Llobregat 8 (la Pubilla Cases - la Bòbila), l';Hospitalet de Llobregat;Hospitalet de Llobregat;la Pubilla Cases - la Bòbila;64.1
Hospitalet de Llobregat 9 (la Pubilla Cases - Can Rigalt), l';Agrupación Censal;Hospitalet de Llobregat 9 (la Pubilla Cases - Can Rigalt), l';Hospitalet de Llobregat;Hospitalet de Llobregat;la Pubilla Cases - Can Rigalt;73.8
Hospitalet de Llobregat 10 (la Florida - Plaça de la Llibertat), l';Agrupación Censal;Hospitalet de Llobregat 10 (la Florida - Plaça de la Llibertat), l';Hospitalet de Llobregat;Hospitalet de Llobregat;la Florida - Plaça de la Llibertat;66.4
Hospitalet de Llobregat 11 (la Florida - Parc dels Ocellets), l';Agrupación Censal;Hospitalet de Llobregat 11 (la Florida - Parc dels Ocellets), l';Hospitalet de Llobregat;Hospitalet de Llobregat;la Florida - Parc dels Ocellets;62.0
Hospitalet de Llobregat 12 (la Florida - Avinguda de la Primavera), l';Agrupación Censal;Hospitalet de Llobregat 12 (la Florida - Avinguda de la Primavera), l';Hospitalet de Llobregat;Hospitalet de Llobregat;la Florida - Avinguda de la Primavera;71.3
Hospitalet de Llobregat 13 (les Planes - el Parc), l';Agrupación Censal;Hospitalet de Llobregat 13 (les Planes - el Parc), l';Hospitalet de Llobregat;Hospitalet de Llobregat;les Planes - el Parc;62.1
Hospitalet de Llobregat 14 (les Planes - Avinguda de Catalunya) l';Agrupación Censal;Hospitalet de Llobregat 14 (les Planes - Avinguda de Catalunya) l';Hospitalet de Llobregat;Hospitalet de Llobregat;les Planes - Avinguda de Catalunya;68.1
Hospitalet de Llobregat 15 (Collblanc - Centre - Vallparda), l';Agrupación Censal;Hospitalet de Llobregat 15 (Collblanc - Centre - Vallparda), l';Hospitalet de Llobregat;Hospitalet de Llobregat;Collblanc - Centre - Vallparda;70.8
Hospitalet de Llobregat 16 (Collblanc - Cementiri - Carretera), l';Agrupación Censal;Hospitalet de Llobregat 16 (Collblanc - Cementiri - Carretera), l';Hospitalet de Llobregat;Hospitalet de Llobregat;Collblanc - Cementiri - Carretera;82.0
Hospitalet de Llobregat 17 (Collblanc - Mercat), l';Agrupación Censal;Hospitalet de Llobregat 17 (Collblanc - Mercat), l';Hospitalet de Llobregat;Hospitalet de Llobregat;Collblanc - Mercat;82.4
Hospitalet de Llobregat 18 (la Torrassa - Plaça dels Pirineus), l';Agrupación Censal;Hospitalet de Llobregat 18 (la Torrassa - Plaça dels Pirineus), l';Hospitalet de Llobregat;Hospitalet de Llobregat;la Torrassa - Plaça dels Pirineus;74.2
